antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,cosine,all_confidence,max_confidence,chi_square_score
"frozenset({'SSLfinal_State_HTTPS_Trusted', 'Google_Index_Indexed by Google', 'URL_of_Anchor_less_than_%31_Anchor'})",frozenset({'Result_Legitimate'}),0.17123473541383988,0.5569425599276345,0.17042062415196743,0.9952456418383518,1.786980765067887,1.0,0.07505271226205228,93.18974822855468,0.5313891704450814,0.30554654557249433,0.9892692059050592,0.6506194101671863,0.5518499590744115,0.3059931784960208,0.9952456418383518,1778.2699156555218
"frozenset({'SSLfinal_State_HTTPS_Trusted', 'URL_of_Anchor_less_than_%31_Anchor'})",frozenset({'Result_Legitimate'}),0.19294436906377205,0.5569425599276345,0.19149706015377657,0.992498827941866,1.7820488132040488,1.0,0.08403812932377708,59.065094979647455,0.543764427907556,0.3429450834278309,0.9830695269288134,0.6681675559231824,0.5841721567989199,0.34383628390449894,0.992498827941866,2031.914729190885
"frozenset({'SSLfinal_State_HTTPS_Trusted', 'Statistical_report_Dont Belong to Top Phishing IPs/Domains', 'URL_of_Anchor_less_than_%31_Anchor'})",frozenset({'Result_Legitimate'}),0.1666214382632293,0.5569425599276345,0.16535504296698328,0.9923995656894681,1.781870586112891,1.0,0.07255647260183604,58.29370032952205,0.5265218422925839,0.29622427483390057,0.9828454876882543,0.6446487027732707,0.542808702332876,0.2968978398570733,0.9923995656894681,1698.507326934079
"frozenset({'SSLfinal_State_HTTPS_Trusted', 'Google_Index_Indexed by Google', 'web_traffic_High_Traffic', 'having_Sub_Domain_No_SubDomain'})",frozenset({'Result_Legitimate'}),0.1535052012663953,0.5569425599276345,0.15169606512890094,0.9882144961697111,1.7743562213994084,1.0,0.06620248537338796,37.593423790139816,0.5155558087410947,0.2714910150558523,0.9733996029310242,0.6302937025269539,0.5188090755984086,0.27237290888419685,0.9882144961697111,1511.0871227904904
"frozenset({'SSLfinal_State_HTTPS_Trusted', 'Statistical_report_Dont Belong to Top Phishing IPs/Domains', 'web_traffic_High_Traffic', 'having_Sub_Domain_No_SubDomain'})",frozenset({'Result_Legitimate'}),0.1550429669832655,0.5569425599276345,0.15305291723202172,0.9871645274212368,1.772470984349809,1.0,0.0667028903015861,34.518202376546924,0.5157846530825869,0.27383071694448946,0.9710297775912154,0.6309868438632902,0.5208472471501134,0.2748091603053435,0.9871645274212368,1521.5664215232384
"frozenset({'SSLfinal_State_HTTPS_Trusted', 'web_traffic_High_Traffic', 'having_Sub_Domain_No_SubDomain'})",frozenset({'Result_Legitimate'}),0.17458163726820444,0.5569425599276345,0.17222976028946177,0.9865284974093262,1.7713289814617674,1.0,0.07499781631295026,32.888494589986685,0.5275532404742718,0.3079411289018276,0.9695942300653535,0.6478850055667713,0.5523364607473752,0.3092415137242163,0.9865284974093262,1748.690112273117
"frozenset({'SSLfinal_State_HTTPS_Trusted', 'Domain_registeration_length_Domain_ShortTerm', 'having_IP_Address_no_IP', 'Request_URL_ReqURL_LowExtContent', 'Google_Index_Indexed by Google', 'web_traffic_High_Traffic'})",frozenset({'Result_Legitimate'}),0.1645409317051108,0.5569425599276345,0.16209859791949344,0.9851566794942276,1.768865858666345,1.0,0.07045875020277094,29.84894383302341,0.5202720550988368,0.2897800776196637,0.9664979770944643,0.6381037579702744,0.5354723854667721,0.29105083644632124,0.9851566794942276,1617.9274644580191
"frozenset({'Links_in_tags_between_%17_%81', 'SSLfinal_State_HTTPS_Trusted', 'web_traffic_High_Traffic'})",frozenset({'Result_Legitimate'}),0.1540479421076436,0.5569425599276345,0.15133423790140207,0.9823840281855548,1.7638875152820057,1.0,0.065538382672387,25.150894014774487,0.5119325860276713,0.27040568934863424,0.9602399819500426,0.6270536350120562,0.5166590489568532,0.2717232418385577,0.9823840281855548,1476.651780249418
"frozenset({'SSLfinal_State_HTTPS_Trusted', 'having_IP_Address_no_IP', 'Request_URL_ReqURL_LowExtContent', 'Google_Index_Indexed by Google', 'web_traffic_High_Traffic'})",frozenset({'Result_Legitimate'}),0.17295341474445952,0.5569425599276345,0.16987788331071912,0.9822175732217573,1.7635886425152716,1.0,0.07355276575471395,24.91546545348121,0.5235186936892078,0.3033435632369568,0.9598642858241173,0.6436181255746597,0.547352451005126,0.3050186779275621,0.9822175732217573,1694.4439510551078
"frozenset({'SSLfinal_State_HTTPS_Trusted', 'Domain_registeration_length_Domain_ShortTerm', 'having_IP_Address_no_IP', 'Request_URL_ReqURL_LowExtContent', 'web_traffic_High_Traffic'})",frozenset({'Result_Legitimate'}),0.18000904568068749,0.5569425599276345,0.17666214382632292,0.9814070351758792,1.7621333074337089,1.0,0.07640744511479033,23.829305560648642,0.5274522147464873,0.31530513400064575,0.9580348660411075,0.6493034851045874,0.5579446637427479,0.3171999350332954,0.9814070351758792,1771.9696179972436
